Updated 10/16/24 by DA
12, 60, 270, 0, 0, 0, 0, 0
58, 55, 225, 0, 0, 0, 0, 0
58, 55, 225, 2178, 0, 0, 0, 0
58, 55, 225, 2178, 3499, 0, 0, 0
58, 55, 225, 2178, 3499, -90, 90, 0
58, 55, 225, 2178, 3499, -90, 90, -0.5
58, 55, 225, 2178, 3499, -90, 90, 0
58, 55, 225, 2178, 3499, 0, 0, 0
58, 55, 225, 2178, 0, 0, 0, 0
58, 55, 225, 0, 0, 0, 0, 0
48, 38, 270, 0, 0, 0, 0, 0
48, 38, 270, -484, 0, 0, 0, 0
48, 38, 270, -484, 122, 0, 0, 0
48, 38, 270, -484, 122, -90, 0, 0
48, 38, 270, -484, 122, -90, -45, 0
48, 38, 270, -484, 122, -90, -45, -0.3
48, 38, 270, -484, 122, -90, -45, 0
48, 38, 270, -484, 122, 0, 0, 0
48, 38, 270, -484, 0, 0, 0, 0
48, 38, 270, 1089, 0, 0, 0, 0
58, 55, 225, 0, 0, 0, 0, 0
58, 55, 225, 2178, 0, 0, 0, 0
58, 55, 225, 2178, 3499, 0, 0, 0
58, 55, 225, 2178, 3499, -90, 90, 0
58, 55, 225, 2178, 3499, -90, 90, -0.5
58, 55, 225, 2178, 3499, -90, 90, 0
58, 55, 225, 2178, 3499, 0, 0, 0
58, 55, 225, 2178, 0, 0, 0, 0
58, 55, 225, 0, 0, 0, 0, 0
58, 38, 270, 0, 0, 0, 0, 0
58, 38, 270, -484, 0, 0, 0, 0
58, 38, 270, -484, 122, 0, 0, 0
58, 38, 270, -484, 122, -90, 0, 0
58, 38, 270, -484, 122, -90, -45, 0
58, 38, 270, -484, 122, -90, -45, -0.3
58, 38, 270, -484, 122, -90, -45, 0
58, 38, 270, -484, 122, 0, 0, 0
58, 38, 270, -484, 0, 0, 0, 0
58, 38, 270, 1089, 0, 0, 0, 0
58, 55, 225, 0, 0, 0, 0, 0
58, 55, 225, 2178, 0, 0, 0, 0
58, 55, 225, 2178, 3499, 0, 0, 0
58, 55, 225, 2178, 3499, -90, 90, 0
58, 55, 225, 2178, 3499, -90, 90, -0.5
58, 55, 225, 2178, 3499, -90, 90, 0
58, 55, 225, 2178, 3499, 0, 0, 0
58, 55, 225, 2178, 0, 0, 0, 0
58, 55, 225, 0, 0, 0, 0, 0
56, 25, 0, 0, 0, 0, 0, 0
56, 25, 0, -484, 0, 0, 0, 0
56, 25, 0, -484, 122, 0, 0, 0
56, 25, 0, -484, 122, -90, 0, 0
56, 25, 0, -484, 122, -90, 0, -0.3
56, 25, 0, -484, 122, -90, 0, 0
56, 25, 0, -484, 122, 0, 0, 0
56, 25, 0, -484, 0, 0, 0, 0
56, 25, 0, 1089, 0, 0, 0, 0
58, 55, 225, 0, 0, 0, 0, 0
58, 55, 225, 2178, 0, 0, 0, 0
58, 55, 225, 2178, 3499, 0, 0, 0
58, 55, 225, 2178, 3499, -90, 90, 0
58, 55, 225, 2178, 3499, -90, 90, -0.5
58, 55, 225, 2178, 3499, -90, 90, 0
58, 55, 225, 2178, 3499, 0, 0, 0
58, 55, 225, 2178, 0, 0, 0, 0
58, 55, 225, 0, 0, 0, 0, 0
58, 12, 180, 0, 0, 0, 0, 0
58, 12, 180, 0, 0, 0, 0, 0
24, 12, 180, 0, 0, 0, 0, 0
24, 12, 180, 1089, 0, 0, 0, 0
24, 12, 180, 1089, 407, 0, 0, 0
24, 12, 180, 1452, 407, 0, 0, 0

